Entity,Code,Day,people_fully_vaccinated
Minnesota,,2021-04-06,1230329
Minnesota,,2021-04-07,1257740
Minnesota,,2021-04-08,1286847
Minnesota,,2021-04-09,1327864
Minnesota,,2021-04-10,1359032
Minnesota,,2021-04-11,1413734
Minnesota,,2021-04-12,1468594
Minnesota,,2021-04-13,1483979
Minnesota,,2021-04-14,1496432
Minnesota,,2021-04-15,1524901
Minnesota,,2021-04-16,1556048
Minnesota,,2021-04-17,1584758
Minnesota,,2021-04-18,1624725
Minnesota,,2021-04-19,1625850
Minnesota,,2021-04-20,1656361
Minnesota,,2021-04-21,1674819
Minnesota,,2021-04-22,1701368
Minnesota,,2021-04-23,1739383
Minnesota,,2021-04-24,1760412
Minnesota,,2021-04-25,1804481
Minnesota,,2021-04-26,1837471
Minnesota,,2021-04-27,1843034
Minnesota,,2021-04-28,1866380
Minnesota,,2021-04-29,1890871
Minnesota,,2021-04-30,1926862
Minnesota,,2021-05-01,1966598
Minnesota,,2021-05-02,2001713
Minnesota,,2021-05-03,2014101
Minnesota,,2021-05-04,2021447
Minnesota,,2021-05-05,2037853
Minnesota,,2021-05-06,2064938
Minnesota,,2021-05-07,2066477
Minnesota,,2021-05-08,2131417
Minnesota,,2021-05-09,2164502
Minnesota,,2021-05-10,2187582
Minnesota,,2021-05-11,2203606
Minnesota,,2021-05-12,2226892
Minnesota,,2021-05-13,2255008
Minnesota,,2021-05-14,2285389
Minnesota,,2021-05-15,2314759
Minnesota,,2021-05-16,2346132
Minnesota,,2021-05-17,2362139
Minnesota,,2021-05-18,2370898
Minnesota,,2021-05-19,2391511
Minnesota,,2021-05-20,2417991
Minnesota,,2021-05-21,2442788
Minnesota,,2021-05-22,2476452
Minnesota,,2021-05-23,2497666
Minnesota,,2021-05-24,2512484
Minnesota,,2021-05-25,2518108
Minnesota,,2021-05-26,2529780
Minnesota,,2021-05-27,2548636
Minnesota,,2021-05-28,2566266
Minnesota,,2021-05-29,2582634
Minnesota,,2021-05-30,2596008
Minnesota,,2021-06-01,2604793
Minnesota,,2021-06-02,2606893
Minnesota,,2021-06-03,2615971
Minnesota,,2021-06-04,2627328
Minnesota,,2021-06-05,2640216
Minnesota,,2021-06-06,2655177
Minnesota,,2021-06-07,2668390
Minnesota,,2021-06-08,2674482
Minnesota,,2021-06-09,2685981
Minnesota,,2021-06-10,2702368
Minnesota,,2021-06-11,2702551
Minnesota,,2021-06-12,2721966
Minnesota,,2021-06-13,2739422
Minnesota,,2021-06-14,2755620
Minnesota,,2021-06-15,2766393
Minnesota,,2021-06-16,2780354
Mississippi,,2021-01-12,4832
Mississippi,,2021-01-13,5722
Mississippi,,2021-01-15,8396
Mississippi,,2021-01-19,9545
Mississippi,,2021-01-20,9979
Mississippi,,2021-01-21,11567
Mississippi,,2021-01-22,13423
Mississippi,,2021-01-23,13423
Mississippi,,2021-01-24,15918
Mississippi,,2021-01-25,16034
Mississippi,,2021-01-26,16134
Mississippi,,2021-01-27,17499
Mississippi,,2021-01-28,19475
Mississippi,,2021-01-29,21354
Mississippi,,2021-01-30,22816
Mississippi,,2021-01-31,24455
Mississippi,,2021-02-01,25077
Mississippi,,2021-02-02,25408
Mississippi,,2021-02-03,27786
Mississippi,,2021-02-04,27786
Mississippi,,2021-02-05,37572
Mississippi,,2021-02-06,47607
Mississippi,,2021-02-07,56140
Mississippi,,2021-02-08,59325
Mississippi,,2021-02-09,60237
Mississippi,,2021-02-10,67829
Mississippi,,2021-02-11,78802
Mississippi,,2021-02-12,89697
Mississippi,,2021-02-13,103462
Mississippi,,2021-02-14,114284
Mississippi,,2021-02-16,119684
Mississippi,,2021-02-17,119684
Mississippi,,2021-02-18,119684
Mississippi,,2021-02-19,131916
Mississippi,,2021-02-20,135591
Mississippi,,2021-02-21,140550
Mississippi,,2021-02-22,148214
Mississippi,,2021-02-23,151492
Mississippi,,2021-02-24,162441
Mississippi,,2021-02-25,163033
Mississippi,,2021-02-26,185527
Mississippi,,2021-02-27,197908
Mississippi,,2021-02-28,210798
Mississippi,,2021-03-01,220044
Mississippi,,2021-03-02,224099
Mississippi,,2021-03-03,232494
Mississippi,,2021-03-04,241445
Mississippi,,2021-03-05,251916
Mississippi,,2021-03-06,259941
Mississippi,,2021-03-07,269236
Mississippi,,2021-03-08,278797
Mississippi,,2021-03-09,280373
Mississippi,,2021-03-10,289830
Mississippi,,2021-03-11,298373
Mississippi,,2021-03-12,298916
Mississippi,,2021-03-13,326150
Mississippi,,2021-03-14,326212
Mississippi,,2021-03-15,329254
Mississippi,,2021-03-16,329647
Mississippi,,2021-03-17,335856
Mississippi,,2021-03-18,343155
Mississippi,,2021-03-19,345733
Mississippi,,2021-03-20,355649
Mississippi,,2021-03-21,366074
Mississippi,,2021-03-22,368968
Mississippi,,2021-03-23,370096
Mississippi,,2021-03-24,380419
Mississippi,,2021-03-25,392516
Mississippi,,2021-03-26,393105
Mississippi,,2021-03-27,413621
Mississippi,,2021-03-28,414910
Mississippi,,2021-03-29,437795
Mississippi,,2021-03-30,439203
Mississippi,,2021-03-31,450944
Mississippi,,2021-04-01,452143
Mississippi,,2021-04-02,469781
Mississippi,,2021-04-03,486269
Mississippi,,2021-04-04,500469
Mississippi,,2021-04-05,500607
Mississippi,,2021-04-06,504324
Mississippi,,2021-04-07,515423
Mississippi,,2021-04-08,528936
Mississippi,,2021-04-09,541374
Mississippi,,2021-04-10,556642
Mississippi,,2021-04-11,571472
Mississippi,,2021-04-12,571808
Mississippi,,2021-04-13,576869
Mississippi,,2021-04-14,588887
Mississippi,,2021-04-15,599482
Mississippi,,2021-04-16,610460
Mississippi,,2021-04-17,611057
Mississippi,,2021-04-18,632832
Mississippi,,2021-04-19,633227
Mississippi,,2021-04-20,636577
Mississippi,,2021-04-21,644899
Mississippi,,2021-04-22,652463
Mississippi,,2021-04-23,662463
Mississippi,,2021-04-24,662955
Mississippi,,2021-04-25,664261
Mississippi,,2021-04-26,664461
Mississippi,,2021-04-27,685690
Mississippi,,2021-04-28,691913
Mississippi,,2021-04-29,692450
Mississippi,,2021-04-30,707684
Mississippi,,2021-05-01,707954
Mississippi,,2021-05-02,708343
Mississippi,,2021-05-03,708566
Mississippi,,2021-05-04,723710
Mississippi,,2021-05-05,728948
Mississippi,,2021-05-06,729619
Mississippi,,2021-05-07,741553
Mississippi,,2021-05-08,747305
Mississippi,,2021-05-09,747819
Mississippi,,2021-05-10,747996
Mississippi,,2021-05-11,758688
Mississippi,,2021-05-12,759007
Mississippi,,2021-05-13,759328
Mississippi,,2021-05-14,766964
Mississippi,,2021-05-15,767334
Mississippi,,2021-05-16,767645
Mississippi,,2021-05-17,767726
Mississippi,,2021-05-18,778532
Mississippi,,2021-05-19,780885
Mississippi,,2021-05-20,784434
Mississippi,,2021-05-21,787599
Mississippi,,2021-05-22,787935
Mississippi,,2021-05-23,788181
Mississippi,,2021-05-24,788267
Mississippi,,2021-05-25,798278
Mississippi,,2021-05-26,800835
Mississippi,,2021-05-27,801053
Mississippi,,2021-05-28,806876
Mississippi,,2021-05-29,807246
Mississippi,,2021-05-30,807420
Mississippi,,2021-06-01,807549
Mississippi,,2021-06-02,815643
Mississippi,,2021-06-03,817730
Mississippi,,2021-06-04,817913
Mississippi,,2021-06-05,818190
Mississippi,,2021-06-06,818263
Mississippi,,2021-06-07,818453
Mississippi,,2021-06-08,829459
Mississippi,,2021-06-09,831766
Mississippi,,2021-06-10,834928
Mississippi,,2021-06-11,835006
Mississippi,,2021-06-12,835243
Mississippi,,2021-06-13,835528
Mississippi,,2021-06-14,836056
Mississippi,,2021-06-15,848045
Mississippi,,2021-06-16,848221
Missouri,,2021-01-12,22155
Missouri,,2021-01-13,22155
Missouri,,2021-01-15,36525
Missouri,,2021-01-19,45368
Missouri,,2021-01-20,49330
Missouri,,2021-01-21,58782
Missouri,,2021-01-22,66699
Missouri,,2021-01-23,68466
Missouri,,2021-01-24,73248
Missouri,,2021-01-25,75823
Missouri,,2021-01-26,76467
Missouri,,2021-01-27,79526
Missouri,,2021-01-28,85827
Missouri,,2021-01-29,92389
Missouri,,2021-01-30,92389
Missouri,,2021-01-31,100237
Missouri,,2021-02-01,103241
Missouri,,2021-02-02,104063
Missouri,,2021-02-03,106842
Missouri,,2021-02-04,112106
Missouri,,2021-02-05,118308
Missouri,,2021-02-06,129273
Missouri,,2021-02-07,141134
Missouri,,2021-02-08,146137
Missouri,,2021-02-09,147466
Missouri,,2021-02-10,154987
Missouri,,2021-02-11,163157
Missouri,,2021-02-12,172953
Missouri,,2021-02-13,205645
Missouri,,2021-02-14,225467
Missouri,,2021-02-16,238767
Missouri,,2021-02-17,244879
Missouri,,2021-02-18,259295
Missouri,,2021-02-19,295456
Missouri,,2021-02-20,308971
Missouri,,2021-02-21,336446
Missouri,,2021-02-22,329170
Missouri,,2021-02-23,332996
Missouri,,2021-02-24,346732
Missouri,,2021-02-25,364131
Missouri,,2021-02-26,379109
Missouri,,2021-02-27,411845
Missouri,,2021-02-28,412856
Missouri,,2021-03-01,443345
Missouri,,2021-03-02,445647
Missouri,,2021-03-03,457221
Missouri,,2021-03-04,475411
Missouri,,2021-03-05,493114
Missouri,,2021-03-06,509879
Missouri,,2021-03-07,525890
Missouri,,2021-03-08,541587
Missouri,,2021-03-09,544220
Missouri,,2021-03-10,564507
Missouri,,2021-03-11,581876
Missouri,,2021-03-12,598136
Missouri,,2021-03-13,632916
Missouri,,2021-03-14,633641
Missouri,,2021-03-15,647356
Missouri,,2021-03-16,651541
Missouri,,2021-03-17,663018
Missouri,,2021-03-18,681207
Missouri,,2021-03-19,697962
Missouri,,2021-03-20,715623
Missouri,,2021-03-21,736928
Missouri,,2021-03-22,751322
Missouri,,2021-03-23,758154
Missouri,,2021-03-24,771381
Missouri,,2021-03-25,789831
Missouri,,2021-03-26,810307
Missouri,,2021-03-27,836598
Missouri,,2021-03-28,868835
Missouri,,2021-03-29,888800
Missouri,,2021-03-30,899208
Missouri,,2021-03-31,924402
Missouri,,2021-04-01,954162
Missouri,,2021-04-02,997513
Missouri,,2021-04-03,1027187
Missouri,,2021-04-04,1057922
Missouri,,2021-04-05,1077912
Missouri,,2021-04-06,1081202
Missouri,,2021-04-07,1101498
Missouri,,2021-04-08,1139410
Missouri,,2021-04-09,1165450
Missouri,,2021-04-10,1201809
Missouri,,2021-04-11,1238025
Missouri,,2021-04-12,1263413
Missouri,,2021-04-13,1287458
Missouri,,2021-04-14,1295767
Missouri,,2021-04-15,1322317
Missouri,,2021-04-16,1348313
Missouri,,2021-04-17,1383468
Missouri,,2021-04-18,1418385
Missouri,,2021-04-19,1431665
Missouri,,2021-04-20,1435499
Missouri,,2021-04-21,1460804
Missouri,,2021-04-22,1489436
Missouri,,2021-04-23,1519831
Missouri,,2021-04-24,1545823
Missouri,,2021-04-25,1584164
Missouri,,2021-04-26,1601567
Missouri,,2021-04-27,1607386
Missouri,,2021-04-28,1629572
Missouri,,2021-04-29,1655078
Missouri,,2021-04-30,1680768
Missouri,,2021-05-01,1701405
Missouri,,2021-05-02,1731099
Missouri,,2021-05-03,1748586
Missouri,,2021-05-04,1756227
Missouri,,2021-05-05,1772468
Missouri,,2021-05-06,1796371
Missouri,,2021-05-07,1817658
Missouri,,2021-05-08,1842498
Missouri,,2021-05-09,1863242
Missouri,,2021-05-10,1895142
Missouri,,2021-05-11,1904026
Missouri,,2021-05-12,1923254
Missouri,,2021-05-13,1939858
Missouri,,2021-05-14,1952734
Missouri,,2021-05-15,1963977
Missouri,,2021-05-16,1982295
Missouri,,2021-05-17,2001604
Missouri,,2021-05-18,2005281
Missouri,,2021-05-19,2015135
Missouri,,2021-05-20,2025458
Missouri,,2021-05-21,2035888
Missouri,,2021-05-22,2048498
Missouri,,2021-05-23,2056145
Missouri,,2021-05-24,2065529
Missouri,,2021-05-25,2068170
Missouri,,2021-05-26,2074228
Missouri,,2021-05-27,2083257
Missouri,,2021-05-28,2091380
Missouri,,2021-05-29,2100057
Missouri,,2021-05-30,2107421
Missouri,,2021-06-01,2112842
Missouri,,2021-06-02,2115461
Missouri,,2021-06-03,2122323
Missouri,,2021-06-04,2130007
Missouri,,2021-06-05,2130216
Missouri,,2021-06-06,2146121
Missouri,,2021-06-07,2154742
Missouri,,2021-06-08,2160362
Missouri,,2021-06-09,2171743
Missouri,,2021-06-10,2182755
Missouri,,2021-06-11,2182975
Missouri,,2021-06-12,2198468
Missouri,,2021-06-13,2208123
Missouri,,2021-06-14,2241581
Missouri,,2021-06-15,2250526
Missouri,,2021-06-16,2250890
Montana,,2021-01-12,5843
Montana,,2021-01-13,6823
Montana,,2021-01-15,8193
Montana,,2021-01-19,8671
Montana,,2021-01-20,9121
Montana,,2021-01-21,9962
Montana,,2021-01-22,11878
Montana,,2021-01-23,13235
Montana,,2021-01-24,14071
Montana,,2021-01-25,14111
Montana,,2021-01-26,14245
Montana,,2021-01-27,15397
Montana,,2021-01-28,18149
Montana,,2021-01-29,21007
Montana,,2021-01-30,23785
Montana,,2021-01-31,24885
Montana,,2021-02-01,25438
Montana,,2021-02-02,25824
Montana,,2021-02-03,26345
Montana,,2021-02-04,28942
Montana,,2021-02-05,30749
Montana,,2021-02-06,34207
Montana,,2021-02-07,36195
Montana,,2021-02-08,36596
Montana,,2021-02-09,36907
Montana,,2021-02-10,37966
Montana,,2021-02-11,39710
Montana,,2021-02-12,41895
Montana,,2021-02-13,44935
Montana,,2021-02-14,48739
Montana,,2021-02-16,50311
Montana,,2021-02-17,51293
Montana,,2021-02-18,53250
Montana,,2021-02-19,62657
Montana,,2021-02-20,66619
Montana,,2021-02-21,70876
Montana,,2021-02-22,72225
Montana,,2021-02-23,73053
Montana,,2021-02-24,75207
Montana,,2021-02-25,78148
Montana,,2021-02-26,81811
Montana,,2021-02-27,87239
Montana,,2021-02-28,92720
Montana,,2021-03-01,93750
Montana,,2021-03-02,94683
Montana,,2021-03-03,97027
Montana,,2021-03-04,101700
Montana,,2021-03-05,107265
Montana,,2021-03-06,113545
Montana,,2021-03-07,120103
Montana,,2021-03-08,122866
Montana,,2021-03-09,123617
Montana,,2021-03-10,126093
Montana,,2021-03-11,131017
Montana,,2021-03-12,136470
Montana,,2021-03-13,143387
Montana,,2021-03-14,148811
Montana,,2021-03-15,150873
Montana,,2021-03-16,152426
Montana,,2021-03-17,154190
Montana,,2021-03-18,156863
Montana,,2021-03-19,160293
Montana,,2021-03-20,164540
Montana,,2021-03-21,168240
Montana,,2021-03-22,170526
Montana,,2021-03-23,170551
Montana,,2021-03-24,172922
Montana,,2021-03-25,175996
Montana,,2021-03-26,180886
Montana,,2021-03-27,186055
Montana,,2021-03-28,192701
Montana,,2021-03-29,194738
Montana,,2021-03-30,195804
Montana,,2021-03-31,205138
Montana,,2021-04-01,210392
Montana,,2021-04-02,215389
Montana,,2021-04-03,222127
Montana,,2021-04-04,228905
Montana,,2021-04-05,231002
Montana,,2021-04-06,231361
Montana,,2021-04-07,235674
Montana,,2021-04-08,240928
Montana,,2021-04-09,247965
Montana,,2021-04-10,255330
Montana,,2021-04-11,263816
Montana,,2021-04-12,266185
Montana,,2021-04-13,268087
Montana,,2021-04-14,269683
Montana,,2021-04-15,277211
Montana,,2021-04-16,282968
Montana,,2021-04-17,290611
Montana,,2021-04-18,291091
Montana,,2021-04-19,298912
Montana,,2021-04-20,300344
Montana,,2021-04-21,303100
Montana,,2021-04-22,307002
Montana,,2021-04-23,311968
Montana,,2021-04-24,318985
Montana,,2021-04-25,324791
Montana,,2021-04-26,326467
Montana,,2021-04-27,327287
Montana,,2021-04-28,331209
Montana,,2021-04-29,337360
Montana,,2021-04-30,342212
Montana,,2021-05-01,347472
Montana,,2021-05-02,351930
Montana,,2021-05-03,352927
Montana,,2021-05-04,353547
Montana,,2021-05-05,355672
Montana,,2021-05-06,359511
Montana,,2021-05-07,362861
Montana,,2021-05-08,366652
Montana,,2021-05-09,370722
Montana,,2021-05-10,372268
Montana,,2021-05-11,373165
Montana,,2021-05-12,374928
Montana,,2021-05-13,378056
Montana,,2021-05-14,381326
Montana,,2021-05-15,385055
Montana,,2021-05-16,388059
Montana,,2021-05-17,388079
Montana,,2021-05-18,389396
Montana,,2021-05-19,390654
Montana,,2021-05-20,392683
Montana,,2021-05-21,395494
Montana,,2021-05-22,397967
Montana,,2021-05-23,398098
Montana,,2021-05-24,400822
Montana,,2021-05-25,401149
Montana,,2021-05-26,402458
Montana,,2021-05-27,404573
Montana,,2021-05-28,406438
Montana,,2021-05-29,407866
Montana,,2021-05-30,409117
Montana,,2021-06-01,409758
Montana,,2021-06-02,409938
Montana,,2021-06-03,410052
Montana,,2021-06-04,410207
Montana,,2021-06-05,410394
Montana,,2021-06-06,416297
Montana,,2021-06-07,416418
Montana,,2021-06-08,426212
Montana,,2021-06-09,427440
Montana,,2021-06-10,429634
Montana,,2021-06-11,429662
Montana,,2021-06-12,431854
Montana,,2021-06-13,433238
Montana,,2021-06-14,433395
Montana,,2021-06-15,436028
Montana,,2021-06-16,436046
Nebraska,,2021-01-12,8459
Nebraska,,2021-01-13,10529
Nebraska,,2021-01-15,13050
Nebraska,,2021-01-19,13860
Nebraska,,2021-01-20,14463
Nebraska,,2021-01-21,16206
Nebraska,,2021-01-22,18086
Nebraska,,2021-01-23,19646
Nebraska,,2021-01-24,22175
Nebraska,,2021-01-25,22547
Nebraska,,2021-01-26,23065
Nebraska,,2021-01-27,24598
Nebraska,,2021-01-28,32380
Nebraska,,2021-01-29,37350
Nebraska,,2021-01-30,41093
Nebraska,,2021-01-31,43712
Nebraska,,2021-02-01,45716
Nebraska,,2021-02-02,46523
Nebraska,,2021-02-03,48889
Nebraska,,2021-02-04,52390
Nebraska,,2021-02-05,55313
Nebraska,,2021-02-06,59985
Nebraska,,2021-02-07,66018
Nebraska,,2021-02-08,67636
Nebraska,,2021-02-09,68056
Nebraska,,2021-02-10,70566
Nebraska,,2021-02-11,73704
Nebraska,,2021-02-12,78835
Nebraska,,2021-02-13,83670
Nebraska,,2021-02-14,88356
Nebraska,,2021-02-16,90231
Nebraska,,2021-02-17,91998
Nebraska,,2021-02-18,96439
Nebraska,,2021-02-19,110603
Nebraska,,2021-02-20,114580
Nebraska,,2021-02-21,118472
Nebraska,,2021-02-22,118426
Nebraska,,2021-02-23,122653
Nebraska,,2021-02-24,129779
Nebraska,,2021-02-25,136378
Nebraska,,2021-02-26,143678
Nebraska,,2021-02-27,144571
Nebraska,,2021-02-28,158802
Nebraska,,2021-03-01,159766
Nebraska,,2021-03-02,162493
Nebraska,,2021-03-03,168026
Nebraska,,2021-03-04,175405
Nebraska,,2021-03-05,185032
Nebraska,,2021-03-06,185677
Nebraska,,2021-03-07,194104
Nebraska,,2021-03-08,203997
Nebraska,,2021-03-09,209383
Nebraska,,2021-03-10,215091
Nebraska,,2021-03-11,226435
Nebraska,,2021-03-12,240487
Nebraska,,2021-03-13,247438
Nebraska,,2021-03-14,247494
Nebraska,,2021-03-15,251322
Nebraska,,2021-03-16,258407
Nebraska,,2021-03-17,265864
Nebraska,,2021-03-18,276138
Nebraska,,2021-03-19,286226
Nebraska,,2021-03-20,286766
Nebraska,,2021-03-21,290474
Nebraska,,2021-03-22,295006
Nebraska,,2021-03-23,297906
Nebraska,,2021-03-24,301976
Nebraska,,2021-03-25,308676
Nebraska,,2021-03-26,318723
Nebraska,,2021-03-27,319276
Nebraska,,2021-03-28,328551
Nebraska,,2021-03-29,337174
Nebraska,,2021-03-30,347883
Nebraska,,2021-03-31,361958
Nebraska,,2021-04-01,373119
Nebraska,,2021-04-02,384525
Nebraska,,2021-04-03,385220
Nebraska,,2021-04-04,394852
Nebraska,,2021-04-05,402325
Nebraska,,2021-04-06,408483
Nebraska,,2021-04-07,416922
Nebraska,,2021-04-08,426200
Nebraska,,2021-04-09,438594
Nebraska,,2021-04-10,439263
Nebraska,,2021-04-11,453956
Nebraska,,2021-04-12,461917
Nebraska,,2021-04-13,485529
Nebraska,,2021-04-14,496992
Nebraska,,2021-04-15,508852
Nebraska,,2021-04-16,524782
Nebraska,,2021-04-17,525203
Nebraska,,2021-04-18,532581
Nebraska,,2021-04-19,536694
Nebraska,,2021-04-20,546107
Nebraska,,2021-04-21,552888
Nebraska,,2021-04-22,567788
Nebraska,,2021-04-23,574166
Nebraska,,2021-04-24,578601
Nebraska,,2021-04-25,579206
Nebraska,,2021-04-26,603756
Nebraska,,2021-04-27,603909
Nebraska,,2021-04-28,616624
Nebraska,,2021-04-29,626278
Nebraska,,2021-04-30,626635
Nebraska,,2021-05-01,627277
Nebraska,,2021-05-02,647708
Nebraska,,2021-05-03,666483
Nebraska,,2021-05-04,666579
Nebraska,,2021-05-05,671170
Nebraska,,2021-05-06,681718
Nebraska,,2021-05-07,691749
Nebraska,,2021-05-08,704020
Nebraska,,2021-05-09,716867
Nebraska,,2021-05-10,734231
Nebraska,,2021-05-11,742686
Nebraska,,2021-05-12,743042
Nebraska,,2021-05-13,749896
Nebraska,,2021-05-14,755723
Nebraska,,2021-05-15,756059
Nebraska,,2021-05-16,756234
Nebraska,,2021-05-17,771037
Nebraska,,2021-05-18,773286
Nebraska,,2021-05-19,773454
Nebraska,,2021-05-20,780411
Nebraska,,2021-05-21,780712
Nebraska,,2021-05-22,791775
Nebraska,,2021-05-23,795904
Nebraska,,2021-05-24,795941
Nebraska,,2021-05-25,799467
Nebraska,,2021-05-26,799625
Nebraska,,2021-05-27,806604
Nebraska,,2021-05-28,806778
Nebraska,,2021-05-29,815116
Nebraska,,2021-05-30,815217
Nebraska,,2021-06-01,820629
Nebraska,,2021-06-02,821263
Nebraska,,2021-06-03,821358
Nebraska,,2021-06-04,826922
Nebraska,,2021-06-05,827019
Nebraska,,2021-06-06,830991
Nebraska,,2021-06-07,831048
Nebraska,,2021-06-08,839890
Nebraska,,2021-06-09,842664
Nebraska,,2021-06-10,846814
Nebraska,,2021-06-11,846848
Nebraska,,2021-06-12,850903
Nebraska,,2021-06-13,855476
Nebraska,,2021-06-14,855584
Nebraska,,2021-06-15,862608
Nebraska,,2021-06-16,862668
Nevada,,2021-01-12,8761
Nevada,,2021-01-13,8761
Nevada,,2021-01-15,15308
Nevada,,2021-01-19,16665
Nevada,,2021-01-20,17209
Nevada,,2021-01-21,19296
Nevada,,2021-01-22,20345
Nevada,,2021-01-23,20972
Nevada,,2021-01-24,22068
Nevada,,2021-01-25,22279
Nevada,,2021-01-26,22508
Nevada,,2021-01-27,23852
Nevada,,2021-01-28,26327
Nevada,,2021-01-29,29163
Nevada,,2021-01-30,31783
Nevada,,2021-01-31,33923
Nevada,,2021-02-01,35559
Nevada,,2021-02-02,37568
Nevada,,2021-02-03,41227
Nevada,,2021-02-04,45735
Nevada,,2021-02-05,49925
Nevada,,2021-02-06,56456
Nevada,,2021-02-07,62654
Nevada,,2021-02-08,66755
Nevada,,2021-02-09,67651
Nevada,,2021-02-10,73088
Nevada,,2021-02-11,77555
Nevada,,2021-02-12,83485
Nevada,,2021-02-13,90476
Nevada,,2021-02-14,98469
Nevada,,2021-02-16,107905
Nevada,,2021-02-17,109852
Nevada,,2021-02-18,117870
Nevada,,2021-02-19,138633
Nevada,,2021-02-20,157477
Nevada,,2021-02-21,165269
Nevada,,2021-02-22,174793
Nevada,,2021-02-23,181901
Nevada,,2021-02-24,186083
Nevada,,2021-02-25,192590
Nevada,,2021-02-26,203549
Nevada,,2021-02-27,216234
Nevada,,2021-02-28,225648
Nevada,,2021-03-01,238432
Nevada,,2021-03-02,242435
Nevada,,2021-03-03,247311
Nevada,,2021-03-04,253502
Nevada,,2021-03-05,261159
Nevada,,2021-03-06,271618
Nevada,,2021-03-07,282424
Nevada,,2021-03-08,294908
Nevada,,2021-03-09,298403
Nevada,,2021-03-10,304199
Nevada,,2021-03-11,316682
Nevada,,2021-03-12,328394
Nevada,,2021-03-13,339960
Nevada,,2021-03-14,352638
Nevada,,2021-03-15,360316
Nevada,,2021-03-16,363581
Nevada,,2021-03-17,370823
Nevada,,2021-03-18,378958
Nevada,,2021-03-19,386703
Nevada,,2021-03-20,398417
Nevada,,2021-03-21,410553
Nevada,,2021-03-22,417067
Nevada,,2021-03-23,418727
Nevada,,2021-03-24,423335
Nevada,,2021-03-25,433856
Nevada,,2021-03-26,446240
Nevada,,2021-03-27,458957
Nevada,,2021-03-28,472434
Nevada,,2021-03-29,483961
Nevada,,2021-03-30,486838
Nevada,,2021-03-31,492187
Nevada,,2021-04-01,501868
Nevada,,2021-04-02,514603
Nevada,,2021-04-03,530902
Nevada,,2021-04-04,548467
Nevada,,2021-04-05,559150
Nevada,,2021-04-06,560900
Nevada,,2021-04-07,569765
Nevada,,2021-04-08,586035
Nevada,,2021-04-09,603867
Nevada,,2021-04-10,624316
Nevada,,2021-04-11,644363
Nevada,,2021-04-12,662481
Nevada,,2021-04-13,666537
Nevada,,2021-04-14,676261
Nevada,,2021-04-15,694463
Nevada,,2021-04-16,708126
Nevada,,2021-04-17,721821
Nevada,,2021-04-18,739071
Nevada,,2021-04-19,751571
Nevada,,2021-04-20,755157
Nevada,,2021-04-21,764096
Nevada,,2021-04-22,776174
Nevada,,2021-04-23,786816
Nevada,,2021-04-24,796601
Nevada,,2021-04-25,808503
Nevada,,2021-04-26,817847
Nevada,,2021-04-27,820830
Nevada,,2021-04-28,828359
Nevada,,2021-04-29,841808
Nevada,,2021-04-30,857021
Nevada,,2021-05-01,873639
Nevada,,2021-05-02,888966
Nevada,,2021-05-03,896881
Nevada,,2021-05-04,898594
Nevada,,2021-05-05,906669
Nevada,,2021-05-06,922995
Nevada,,2021-05-07,937081
Nevada,,2021-05-08,952097
Nevada,,2021-05-09,968902
Nevada,,2021-05-10,981087
Nevada,,2021-05-11,986771
Nevada,,2021-05-12,995821
Nevada,,2021-05-13,1007414
Nevada,,2021-05-14,1016557
Nevada,,2021-05-15,1028426
Nevada,,2021-05-16,1040958
Nevada,,2021-05-17,1046594
Nevada,,2021-05-18,1049676
Nevada,,2021-05-19,1055068
Nevada,,2021-05-20,1062502
Nevada,,2021-05-21,1072757
Nevada,,2021-05-22,1082900
Nevada,,2021-05-23,1091048
Nevada,,2021-05-24,1097809
Nevada,,2021-05-25,1100149
Nevada,,2021-05-26,1105303
Nevada,,2021-05-27,1112760
Nevada,,2021-05-28,1119961
Nevada,,2021-05-29,1126603
Nevada,,2021-05-30,1132866
Nevada,,2021-06-01,1139340
Nevada,,2021-06-02,1141079
Nevada,,2021-06-03,1145796
Nevada,,2021-06-04,1151116
Nevada,,2021-06-05,1151418
Nevada,,2021-06-06,1156835
Nevada,,2021-06-07,1169042
Nevada,,2021-06-08,1172354
Nevada,,2021-06-09,1172550
Nevada,,2021-06-10,1176814
Nevada,,2021-06-11,1183999
Nevada,,2021-06-12,1193391
Nevada,,2021-06-13,1198513
Nevada,,2021-06-14,1204430
Nevada,,2021-06-15,1208807
Nevada,,2021-06-16,1221242
New Hampshire,,2021-01-12,5
New Hampshire,,2021-01-13,9
New Hampshire,,2021-01-15,5700
New Hampshire,,2021-01-19,7120
New Hampshire,,2021-01-20,8013
New Hampshire,,2021-01-21,10319
New Hampshire,,2021-01-22,12575
New Hampshire,,2021-01-23,13166
New Hampshire,,2021-01-24,13355
New Hampshire,,2021-01-25,13907
New Hampshire,,2021-01-26,15542
New Hampshire,,2021-01-27,18224
New Hampshire,,2021-01-28,21781
New Hampshire,,2021-01-29,25055
New Hampshire,,2021-01-30,27544
New Hampshire,,2021-01-31,29736
New Hampshire,,2021-02-01,30421
New Hampshire,,2021-02-02,32381
New Hampshire,,2021-02-03,34130
New Hampshire,,2021-02-04,36868
New Hampshire,,2021-02-05,40489
New Hampshire,,2021-02-06,43888
New Hampshire,,2021-02-07,45567
New Hampshire,,2021-02-08,46071
